,CASE_STATUS,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
2710890,CERTIFIED,programmer analyst,Y,90043.0,2011.0,california
729592,CERTIFIED,programmer analyst,Y,69056.0,2015.0,virginia
2848751,CERTIFIED,software engineer,Y,82035.2,2011.0,california
1620681,CERTIFIED,programmer analyst,Y,72488.0,2014.0,new jersey
1008485,CERTIFIED,programmer analyst,Y,88254.0,2015.0,california
1673907,CERTIFIED,computer security specialist,Y,59987.0,2014.0,colorado
1199305,CERTIFIED,"computer software engineer, applications",Y,83316.0,2015.0,new jersey
1429259,CERTIFIED,programmer analyst level 1,Y,60000.0,2014.0,wisconsin
374115,CERTIFIED,software engineer,Y,82618.0,2016.0,texas
1652163,CERTIFIED,programmer analyst,Y,56597.0,2014.0,new york
2488261,CERTIFIED,software developer,Y,61027.0,2012.0,georgia
354906,CERTIFIED,computer software programmer/analyst,N,51730.0,2016.0,new jersey
2901371,CERTIFIED,programmer analyst,Y,56264.0,2011.0,minnesota
2729274,CERTIFIED,programmer analyst,Y,57678.0,2011.0,north carolina
1716639,CERTIFIED,software engineer,Y,134638.0,2014.0,california
242260,CERTIFIED,computer programmer/configurer 2,N,60570.0,2016.0,illinois
292750,CERTIFIED,software engineer,Y,121202.0,2016.0,california
258399,CERTIFIED,computer programmer/configurer 3,Y,79539.0,2016.0,virginia
1710474,CERTIFIED,computer systems engineer,Y,64397.0,2014.0,ohio
1333252,CERTIFIED,programmer analyst,Y,60653.0,2014.0,pennsylvania
310799,CERTIFIED,sas programmer,N,69763.0,2016.0,maryland
242465,CERTIFIED,programmer analyst,Y,76502.0,2016.0,virginia
1022002,CERTIFIED,programmer analyst,Y,49774.0,2015.0,illinois
2184594,CERTIFIED,computer systems analyst,Y,68952.0,2013.0,california
2025255,CERTIFIED,computer systems analyst,Y,60029.0,2013.0,new jersey
1745814,CERTIFIED,computer programmer,Y,82451.0,2014.0,connecticut
1958487,DENIED,software developer/systems analyst,Y,86258.0,2013.0,georgia
2632489,CERTIFIED,computer programmer analyst,Y,67309.0,2012.0,illinois
909200,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
2549512,CERTIFIED,web programmer,N,81744.0,2012.0,new jersey
1984344,CERTIFIED,senior software engineer,Y,91062.4,2013.0,washington
236131,CERTIFIED,programmer/analyst,N,51730.0,2016.0,new jersey
2265853,CERTIFIED,software engineer,Y,61027.0,2012.0,georgia
2180111,CERTIFIED,programmer analyst,Y,58593.6,2013.0,california
1791250,CERTIFIED,software engineer,Y,92820.0,2013.0,california
2012280,CERTIFIED,computer systems engineer,Y,66581.0,2013.0,ohio
949045,CERTIFIED,computer programmers,Y,49774.0,2015.0,illinois
1269643,CERTIFIED-WITHDRAWN,software programmer,Y,50440.0,2014.0,georgia
770775,CERTIFIED,programmer analyst,Y,48110.4,2015.0,texas
215888,CERTIFIED,programmer analyst,N,45011.0,2016.0,texas
1936705,CERTIFIED,software engineer,Y,88275.0,2013.0,california
1868132,CERTIFIED-WITHDRAWN,programmer analyst,Y,40872.0,2013.0,pennsylvania
1865247,CERTIFIED,software engineer iii,Y,84802.0,2013.0,california
129693,CERTIFIED,programmer analyst,N,60133.0,2016.0,texas
702799,CERTIFIED,programmer analyst,Y,63918.0,2015.0,rhode island
954474,CERTIFIED,software engineer - it business analyst,Y,63086.0,2015.0,new jersey
387602,CERTIFIED,senior member of technical staff - software engineering,Y,119637.0,2016.0,california
2227325,CERTIFIED,programmer analyst,Y,60653.0,2013.0,pennsylvania
283883,CERTIFIED-WITHDRAWN,software engineer,Y,88254.0,2016.0,california
1665716,CERTIFIED,"software developer, applications",Y,66414.0,2014.0,california
1370855,CERTIFIED,software developer ii,Y,56014.0,2014.0,georgia
1003587,CERTIFIED,programmer analyst/ computer systems anayst,Y,55245.0,2015.0,illinois
2049589,CERTIFIED,software engineer,Y,114878.0,2013.0,california
1984931,CERTIFIED,programmer analyst,Y,53914.0,2013.0,new jersey
1771558,CERTIFIED,programmer analyst,Y,62754.0,2014.0,illinois
309551,CERTIFIED,software engineer,Y,72010.0,2016.0,new york
769390,CERTIFIED,computer systems analyst,Y,61776.0,2015.0,georgia
2008042,CERTIFIED,computer programmer analyst,Y,58136.0,2013.0,maryland
1179021,CERTIFIED,software engineer ii,Y,120390.0,2015.0,california
2724285,CERTIFIED,software engineer,Y,82035.0,2011.0,california
271151,CERTIFIED-WITHDRAWN,software programmer,N,56909.0,2016.0,georgia
292649,CERTIFIED,software developer,Y,98342.0,2016.0,california
1313333,CERTIFIED,programmer analyst,Y,57866.0,2014.0,north carolina
2091311,CERTIFIED,software engineer,Y,87714.0,2013.0,new york
2790203,CERTIFIED-WITHDRAWN,computer systems analyst,Y,46093.0,2011.0,florida
171381,CERTIFIED,programmer analyst,N,69971.0,2016.0,illinois
1371479,CERTIFIED,computer programmer,Y,69805.0,2014.0,new jersey
1937116,CERTIFIED,software engineer,Y,55598.0,2013.0,michigan
1238290,CERTIFIED,computer specialist/testing and quality analyst 2,Y,69264.0,2015.0,ohio
163700,CERTIFIED,computer system analyst,N,52062.0,2016.0,north carolina
2291643,CERTIFIED,programmer analyst,Y,52478.0,2012.0,new jersey
1267061,CERTIFIED-WITHDRAWN,software engineer - test,Y,55848.0,2014.0,california
108429,CERTIFIED,software engineer,N,57907.0,2016.0,maryland
2481380,CERTIFIED,programmer analyst,Y,71739.0,2012.0,michigan
272414,CERTIFIED,computer programmer analyst,N,56909.0,2016.0,georgia
273280,CERTIFIED-WITHDRAWN,computer programmer analyst,N,41267.0,2016.0,west virginia
966621,CERTIFIED,computer systems analyst,Y,67621.0,2015.0,virginia
1721319,CERTIFIED,sr. computer programmer analyst,Y,75046.0,2014.0,california
1598685,CERTIFIED,programmer analyst,Y,54288.0,2014.0,massachusetts
2032036,CERTIFIED,programmer analyst,Y,57075.0,2013.0,texas
2745386,CERTIFIED,programmer analyst ii,Y,73507.0,2011.0,massachusetts
1734553,CERTIFIED,sr. network/computer systems analyst,Y,110032.0,2014.0,texas
1626598,CERTIFIED,computer systems analyst,Y,68640.0,2014.0,nevada
1644712,CERTIFIED-WITHDRAWN,sr programmer analyst,Y,68577.0,2014.0,new jersey
2321279,CERTIFIED-WITHDRAWN,programmer analyst,Y,60570.0,2012.0,connecticut
2427447,CERTIFIED,programmer analyst (java developer),Y,42078.0,2012.0,florida
902805,CERTIFIED,programmer analyst,Y,56826.0,2015.0,new jersey
1074576,CERTIFIED,programmer analyst iv,Y,99798.0,2015.0,california
136515,CERTIFIED,programmer analyst,N,63814.0,2016.0,virginia
275295,CERTIFIED,programmer analyst,N,55910.0,2016.0,new jersey
210690,CERTIFIED,computer programmer,N,68682.0,2016.0,california
2904008,CERTIFIED,software engineer,Y,105123.0,2011.0,california
222517,CERTIFIED,computer programmer,Y,70304.0,2016.0,pennsylvania
1739944,CERTIFIED,software engineer,Y,61422.0,2014.0,new jersey
1761457,CERTIFIED,senior software developer,Y,86466.0,2014.0,virginia
1085011,CERTIFIED,software engineer,Y,85072.0,2015.0,texas
484500,CERTIFIED,computer system engineer,Y,76856.0,2016.0,connecticut
218893,CERTIFIED,computer programmer,N,63690.0,2016.0,texas
373913,CERTIFIED,principal software engineer,Y,112632.0,2016.0,massachusetts
1703332,CERTIFIED,java programmer,Y,55120.0,2014.0,virginia
959043,CERTIFIED,computer programmer analyst,Y,50419.0,2015.0,ohio
1663789,CERTIFIED,"mts 1, software engineer",Y,134534.0,2014.0,california
2924489,CERTIFIED,programmer analyst,Y,47590.0,2011.0,south dakota
2705706,DENIED,computer instructor,Y,36234.0,2011.0,new york
1658756,CERTIFIED,senior software engineer,Y,68952.0,2014.0,california
1453407,CERTIFIED,software engineer,Y,71240.0,2014.0,new jersey
957748,CERTIFIED,programmer analyst,Y,55120.0,2015.0,virginia
1994782,CERTIFIED,programmer,Y,58240.0,2013.0,massachusetts
1029354,CERTIFIED,programmer analyst,Y,48110.0,2015.0,texas
2844582,CERTIFIED,software engineer,Y,70595.0,2011.0,texas
986751,CERTIFIED,programmer analyst/computer systems anayst,Y,60091.0,2015.0,texas
2606153,CERTIFIED,senior computer programmer analyst,Y,64646.0,2012.0,massachusetts
387983,CERTIFIED,software developer,Y,71843.0,2016.0,illinois
1098041,CERTIFIED,software engineer,Y,49400.0,2015.0,illinois
1119845,CERTIFIED,software engineer,Y,131269.0,2015.0,california
1705664,CERTIFIED,computer systems analyst,Y,58760.0,2014.0,missouri
230553,CERTIFIED,software programmer,N,56909.0,2016.0,georgia
2787909,CERTIFIED,"associate, senior front-end developer",Y,114150.0,2011.0,california
295066,CERTIFIED,software developer,Y,98342.0,2016.0,california
1404870,CERTIFIED-WITHDRAWN,sr. software engineer,Y,78104.0,2014.0,kentucky
2657306,DENIED,"computer software engineers, applications",Y,66445.0,2011.0,florida
1499735,CERTIFIED,programmer analyst,Y,51813.0,2014.0,minnesota
265985,CERTIFIED,programmer analyst - ii,N,68786.0,2016.0,texas
2444319,CERTIFIED,programmer analyst,Y,60174.0,2012.0,virginia
1058466,CERTIFIED,software engineer 3,Y,97406.0,2015.0,pennsylvania
705920,CERTIFIED,senior software engineer,Y,82285.0,2015.0,california
1563431,CERTIFIED,network and computer system administrator,Y,56430.0,2014.0,new jersey
1602527,CERTIFIED,programmer analyst,Y,70782.0,2014.0,california
216906,CERTIFIED,computer programmer,N,63690.0,2016.0,texas
1571373,CERTIFIED,computer programmer,Y,59030.0,2014.0,kansas
2884621,CERTIFIED,"applications programmer, sr. staff",Y,92685.0,2011.0,california
1133765,CERTIFIED,programmer analyst,Y,70678.0,2015.0,wisconsin
347653,CERTIFIED,programmer analyst,N,50856.0,2016.0,illinois
1141886,CERTIFIED,programmer analyst,Y,73923.0,2015.0,new york
1113517,CERTIFIED,programmer analyst,Y,55370.0,2015.0,georgia
1765930,CERTIFIED,programmer analyst,Y,52499.0,2014.0,new jersey
1794090,CERTIFIED,programmer analyst,Y,83637.0,2013.0,california
2609673,CERTIFIED,software developer,Y,75982.0,2012.0,north carolina
388582,CERTIFIED,software engineer 2,Y,87194.0,2016.0,massachusetts
2165468,CERTIFIED,computer systems analyst and design/programmer,Y,40373.0,2013.0,south carolina
680320,CERTIFIED,senior software engineer / senior data scientist,Y,131269.0,2015.0,california
2451490,CERTIFIED,programmer analyst,Y,59030.0,2012.0,new jersey
2144124,CERTIFIED,programmer analyst,Y,53394.0,2013.0,new york
2457619,CERTIFIED,computer programmer/configurer 2,Y,68578.0,2012.0,california
2398877,CERTIFIED,software developer,Y,70158.0,2012.0,alabama
1136895,CERTIFIED,programmer,Y,66602.0,2015.0,pennsylvania
863424,CERTIFIED-WITHDRAWN,programmer analyst,Y,64147.0,2015.0,missouri
1818325,CERTIFIED,programmer analyst,Y,47549.0,2013.0,minnesota
1166625,CERTIFIED,software developer,Y,75338.0,2015.0,georgia
1321803,CERTIFIED,technical lead (computer programmer),Y,68245.0,2014.0,california
473809,CERTIFIED-WITHDRAWN,associate software engineer,N,60486.0,2016.0,california
208256,CERTIFIED,programmer analyst,N,61630.0,2016.0,oregon
1960593,CERTIFIED,senior software engineer,Y,121202.0,2013.0,new york
1916254,CERTIFIED,programmer analyst,Y,49754.0,2013.0,georgia
421533,CERTIFIED,software engineer,Y,88629.0,2016.0,oregon
2878703,CERTIFIED,senior software engineer,Y,131518.0,2011.0,california
1124213,CERTIFIED,sr. software developer,Y,103813.0,2015.0,arizona
228590,CERTIFIED,computer systems analyst,N,60195.0,2016.0,maryland
2769755,WITHDRAWN,it consultant / computer systems analyst,Y,52395.0,2011.0,california
2393671,CERTIFIED,software engineer,Y,73951.0,2012.0,oregon
1735463,CERTIFIED,computer programmer,Y,53872.0,2014.0,iowa
297825,CERTIFIED,"leader, software engineer",Y,108056.0,2016.0,missouri
1199818,CERTIFIED,programmer/analyst,Y,60549.0,2015.0,virginia
1396554,CERTIFIED,computer programmer,Y,65395.0,2014.0,florida
1042488,CERTIFIED,senior software engineer i,Y,99965.0,2015.0,florida
1538208,CERTIFIED,computer programmer,Y,55910.0,2014.0,michigan
1031042,CERTIFIED,software developer,Y,65499.0,2015.0,massachusetts
301305,CERTIFIED,software engineer (apps 4),Y,121202.0,2016.0,california
387788,CERTIFIED,software developer,Y,84926.0,2016.0,nebraska
2702820,CERTIFIED,analyst programmer iii,Y,54059.0,2011.0,ohio
1233792,CERTIFIED,senior associate programmer,Y,89200.0,2015.0,illinois
389760,CERTIFIED,programmer analyst,N,52166.0,2016.0,illinois
2026441,CERTIFIED,programmer analyst,Y,49130.0,2013.0,new jersey
2211100,WITHDRAWN,lead systems analyst/programmer,Y,87318.0,2013.0,illinois
678236,CERTIFIED,computer programmer,Y,57179.0,2015.0,california
763746,CERTIFIED,computer specialist/system support and development admin 2,Y,78707.0,2015.0,texas
238094,CERTIFIED-WITHDRAWN,programmer/analyst,Y,70304.0,2016.0,pennsylvania
1864589,CERTIFIED,staff software engineer,Y,133328.0,2013.0,california
1700095,CERTIFIED,programmer analyst,Y,71802.0,2014.0,massachusetts
309140,CERTIFIED,software developer,N,57325.0,2016.0,georgia
1999270,CERTIFIED,programmer analyst,Y,76773.0,2013.0,california
2935664,CERTIFIED,computer programmer,Y,60674.0,2011.0,texas
1704353,CERTIFIED,senior software developer,Y,84656.0,2014.0,wisconsin
954138,CERTIFIED,software developer,Y,62795.0,2015.0,illinois
1300495,CERTIFIED,computer systems analyst,Y,59550.0,2014.0,new jersey
1792621,CERTIFIED,software engineer,Y,70533.0,2013.0,pennsylvania
1205838,CERTIFIED,computer programmers - iii,Y,119766.0,2015.0,washington
128516,CERTIFIED,computer systems analyst 3,Y,79934.0,2016.0,nevada
1737627,CERTIFIED,programmer analyst,Y,57366.0,2014.0,arizona
2678665,CERTIFIED,senior programmer analyst,Y,65083.2,2011.0,california
783353,WITHDRAWN,software engineer,Y,88254.0,2015.0,california
1968504,CERTIFIED,software engineer,Y,71261.0,2013.0,california
950419,CERTIFIED,programmer analyst,Y,46904.0,2015.0,florida
2080885,CERTIFIED,senior software engineer,Y,63378.0,2013.0,kansas
891990,CERTIFIED,computer programmer,Y,73445.0,2015.0,california
203247,CERTIFIED,computer programmer/configurer 2,N,65874.0,2016.0,michigan
2285435,CERTIFIED,programmer analyst,Y,55702.0,2012.0,new jersey
1373741,CERTIFIED,programmer analyst,Y,93350.0,2014.0,minnesota
2226150,CERTIFIED,software engineer,Y,71219.0,2013.0,california
2422788,CERTIFIED,computer programmer analyst,Y,59030.0,2012.0,new jersey
2408377,CERTIFIED,software engineer,Y,67454.0,2012.0,virginia
2753916,CERTIFIED,computer programmer analyst,Y,50440.0,2011.0,delaware
2436420,CERTIFIED,computer programmer,Y,55245.0,2012.0,new jersey
766182,CERTIFIED,computer programmer,Y,61651.0,2015.0,florida
248638,CERTIFIED,programmer analyst,N,56410.0,2016.0,texas
1759537,CERTIFIED,computer specialist/system support and development,Y,72467.0,2014.0,california
1272321,CERTIFIED-WITHDRAWN,computer programmer,Y,52478.0,2014.0,new york
342272,CERTIFIED,software developer,N,57325.0,2016.0,georgia
1308718,CERTIFIED-WITHDRAWN,software engineer,Y,50398.0,2014.0,utah
415606,CERTIFIED,software developer,Y,84302.0,2016.0,california
414066,CERTIFIED,"software engineer, mts level 2",Y,70970.0,2016.0,maryland
1304064,CERTIFIED,software engineer,Y,80746.0,2014.0,california
2511725,CERTIFIED,network and computer systems administrator,Y,45594.0,2012.0,kentucky
2133537,CERTIFIED,computer specialist/system support and development,Y,82222.0,2013.0,georgia
1679605,CERTIFIED,computer programmer,Y,61734.0,2014.0,texas
1617317,CERTIFIED,computer programmer analyst,Y,70782.0,2014.0,california
2496930,CERTIFIED,senior software developer,Y,56202.0,2012.0,california
170893,CERTIFIED,programmer analyst,Y,74422.0,2016.0,arizona
2125214,CERTIFIED,software developer,Y,95742.0,2013.0,california
759333,CERTIFIED,associate computer systems analyst,Y,56930.0,2015.0,delaware
944061,CERTIFIED,software engineer,Y,55640.0,2015.0,utah
2226552,CERTIFIED,senior software engineer,Y,93267.0,2013.0,california
2211718,CERTIFIED,programmer analyst,Y,52770.0,2013.0,new jersey
85076,CERTIFIED,programmer analyst,N,52021.0,2016.0,nebraska
1400036,CERTIFIED,programmer analyst,Y,69805.0,2014.0,new jersey
989677,CERTIFIED,sr. software engineer,Y,88941.0,2015.0,georgia
1173639,CERTIFIED,senior software engineer,Y,62629.0,2015.0,ohio
316198,CERTIFIED,software engineer 3,Y,117649.0,2016.0,california
727757,CERTIFIED,programmer analyst,Y,54808.0,2015.0,new york
2585270,CERTIFIED,programmer analyst,Y,51210.0,2012.0,ohio
1888884,CERTIFIED,software engineer,Y,78374.0,2013.0,california
1995558,CERTIFIED,software engineer,Y,99549.0,2013.0,california
2890420,CERTIFIED,software engineer and tester,Y,46197.0,2011.0,california
894925,CERTIFIED,programmer analyst,Y,58885.0,2015.0,texas
2489727,CERTIFIED,programmer analyst,Y,67101.0,2012.0,new jersey
1384969,CERTIFIED,computer programmer,Y,50045.0,2014.0,pennsylvania
2255987,CERTIFIED,senior software engineer,Y,88442.0,2012.0,pennsylvania
1807128,CERTIFIED-WITHDRAWN,senior software engineer,Y,83762.0,2013.0,virginia
2677899,CERTIFIED,software engineer,Y,63752.0,2011.0,georgia
1388478,CERTIFIED,programmer analyst,Y,64605.0,2014.0,tennessee
137913,CERTIFIED,programmer analyst,N,56742.0,2016.0,virginia
2021483,CERTIFIED,"computer programmer, analysts",Y,50336.0,2013.0,texas
504450,CERTIFIED-WITHDRAWN,software engineer & tester,N,54891.0,2016.0,new york
229800,CERTIFIED,programmer analyst level 1,N,60000.0,2016.0,illinois
2189665,CERTIFIED,software engineer,Y,72883.0,2013.0,california
1405340,CERTIFIED-WITHDRAWN,computer systems analyst,Y,43680.0,2014.0,virginia
376863,CERTIFIED,software engineer,N,65894.0,2016.0,pennsylvania
945895,CERTIFIED,programmer analyst,Y,53040.0,2015.0,maryland
1651223,CERTIFIED,computer programmer,Y,64085.0,2014.0,illinois
322435,CERTIFIED,software engineer,N,62920.0,2016.0,florida
1538406,CERTIFIED,programmer analyst,Y,57075.0,2014.0,texas
960170,CERTIFIED,computer specialist,Y,64314.0,2015.0,new jersey
321600,CERTIFIED,software engineer,Y,77750.0,2016.0,california
347910,CERTIFIED,software developer,N,67537.6,2016.0,michigan
308852,CERTIFIED,programmer analyst,Y,75150.0,2016.0,virginia
2666703,CERTIFIED,programmer analyst,Y,76939.0,2011.0,massachusetts
386899,CERTIFIED,programmer analyst,N,47570.0,2016.0,kentucky
1271919,CERTIFIED-WITHDRAWN,computer programmer (cognos),Y,50128.0,2014.0,illinois
225716,CERTIFIED,computer programmer,N,60549.0,2016.0,virginia
1696609,CERTIFIED,software engineer,Y,97115.0,2014.0,texas
1121641,CERTIFIED,computer programmer/configurer 2,Y,74630.0,2015.0,georgia
353697,CERTIFIED,software engineer,N,65042.0,2016.0,texas
258840,CERTIFIED,computer programmer,N,66498.0,2016.0,rhode island
381056,WITHDRAWN,dynamics nav/navision - developer (software developer),Y,81910.0,2016.0,nebraska
2436596,CERTIFIED,senior programmer analyst,Y,82368.0,2012.0,texas
1490982,CERTIFIED,programmer analyst,Y,56597.0,2014.0,new york
1274266,CERTIFIED-WITHDRAWN,programmer analysts,Y,55349.0,2014.0,minnesota
794789,CERTIFIED,software developer,Y,91104.0,2015.0,new york
926103,CERTIFIED,software developer,Y,69742.0,2015.0,california
2575698,CERTIFIED,computer systems architect,Y,60798.0,2012.0,new jersey
2049369,CERTIFIED,programmer analyst,Y,48693.0,2013.0,missouri
2679557,CERTIFIED,programmer analyst,Y,73200.0,2011.0,north carolina
1122785,CERTIFIED,computer software engineer,Y,73986.0,2015.0,new york
322864,CERTIFIED,software engineer,N,57325.0,2016.0,georgia
2623460,CERTIFIED,computer progammer/configurer 2,Y,59072.0,2012.0,arkansas
